Date,Load.1,Load.7,Net_demand,Temp,Temp_s95,Temp_s99,Temp_s95_min,Temp_s95_max,Temp_s99_min,Temp_s99_max,Wind,Wind_weighted_ratio,Nebulosity,Nebulosity_weighted_ratio,WeekDays,BH_before,BH,BH_after,Year,DLS,Summer_break,Christmas_break,Holiday,Holiday_zone_a,Holiday_zone_b,Holiday_zone_c,BH_Holiday,Solar_power.1,Solar_power.7,Wind_power.1,Wind_power.7,Net_demand.1,Net_demand.7,Net_demand.1_trend,x_dayofyear,y_dayofyear,x_dayofweek,y_dayofweek,lundi_vendredi,flag_temp,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average
2013-03-18,0.813084034417869,1.1860189701963129,67543.3958333333,-1.2341003399369372,-1.2049867789322042,-1.348988317125111,-1.1665923590462624,-1.2641909283158106,-1.3316382060468972,-1.3776030797143464,0.669209036111987,-0.7667292637391214,0.5953228633656248,-0.1424505064893674,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2699711260469184,-1.0304000812760687,-0.026645494946616027,-0.11136964311598543,58799.4375,62802.7916666667,1.8720259317898107,0.2629622026565149,0.9648061359537645,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2013-03-19,1.559063289388431,1.7618640448676282,67473.3125,-1.0519201594118657,-1.1298625962258213,-1.2860036363873384,-1.1549916665483617,-1.1019471082002037,-1.2863676743154135,-1.2837394306485679,0.20499654618395233,-0.22839174621998518,0.8792136062936272,-0.40969967110961614,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0047337630554887,-1.1706230772062494,-0.4368736538890849,0.08791232302918457,67543.3958333333,68570.5625,1.9404301059918392,0.2463612742933148,0.9691780654392536,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2013-03-20,1.5390871434684705,2.1414205837230997,65975.875,-1.0135776243285295,-1.0103784938189142,-1.187167891586637,-0.9592450439780138,-1.0349774588666174,-1.1733735873711302,-1.1999090074329966,0.21982118080122032,0.2511252187821835,0.3900457769362731,-0.6285622020337712,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.8502017244371649,-1.1622737929658198,-0.5442227539786172,-0.7098495613173994,67473.3125,74526.2708333333,1.9245974235943226,0.22968774213179574,0.9732643737003824,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2013-03-21,1.4161382332375188,2.1078808945090906,66263.4166666667,-0.9708734282779165,-1.04573779893468,-1.150972073605433,-1.1392288557234416,-0.9616034972259998,-1.15926345397474,-1.141282345789269,-0.409443409079925,0.606188143956233,0.4267340697171542,-1.206578583756915,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.8538000691603123,-0.8871409819857329,-0.46553482138871727,-0.6532046720953986,65975.875,73828.7708333333,1.8012201607989566,0.21294651993841582,0.9770638564833508,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2013-03-22,1.3638119427271196,2.062469198362313,60305.1875,-0.6191694187563279,-0.7518974933575832,-1.0161545304870683,-0.8776962861059463,-0.6311603229100083,-1.0483649512435267,-0.9586351557157071,0.5687038837314647,1.5048277898973825,0.7662676979184826,-0.2445329160096119,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.7484079256674812,-0.5930044129365191,-0.8506366901565056,-0.3058573776066715,66263.4166666667,72293.25,1.6920564790987425,0.19614254142819698,0.9805753940631429,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2013-03-23,0.9932482830948346,1.3333877275272268,55221.3333333333,-0.7371389103068715,-0.6602275639270581,-0.869660432845027,-0.5689462916358934,-0.7136714958588244,-0.8462909309423615,-0.8962565002274482,-0.04429088813045558,1.5359990660036213,1.259465253516951,-0.5126706040723866,5,0,0,0,0,0,0,0,0,0,0,0,10,-0.7967606828847843,-0.9582082902679084,5.21817762123548e-4,0.4767488287742004,60305.1875,62910.375,1.5190756760692792,0.17928075881073577,0.9837979515735163,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2013-03-24,0.3716653153109974,0.813084034417869,54188.3541666667,-1.0419109602372745,-0.9225895801772694,-0.8892302530474602,-0.8338726863467167,-0.905690218798579,-0.8694708206711715,-0.907309670248802,0.5811407949774067,1.3485826399646557,1.4135873416145854,-0.7431068012921729,6,0,0,0,0,0,0,0,0,0,0,0,10,-1.1156077598374923,-1.2699711260469184,-0.5454213118922382,-0.026645494946616027,55221.3333333333,58799.4375,1.4081272553359871,0.162366141330764,0.9867305793119814,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2013-03-25,0.28228539342271436,1.559063289388431,63292.75,-1.1406571787778963,-1.1149338120927026,-0.9897209024911203,-1.060016578308324,-1.1826898597408375,-0.9594045229984536,-0.9970372162855227,0.6538382153116621,0.8178392379551114,1.058340227945969,-0.41961182848284256,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1198807941962299,-1.0047337630554887,-0.5108889476563148,-0.4368736538890849,54188.3541666667,67543.3958333333,1.3415919917906258,0.14540367380368976,0.989372413019683,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2013-03-26,1.1307217480398626,1.5390871434684705,65978.6458333333,-1.269833307723504,-1.2212258177829867,-1.0867392759057406,-1.1693413540709132,-1.26735549746,-1.0669790787648694,-1.0853742234803865,0.22822819737461048,0.012945025568227735,0.6844836495942745,-0.8803200922009743,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9228714206038674,-0.8502017244371649,-0.5947272051938772,-0.5442227539786172,63292.75,67473.3125,1.2802576327443798,0.12839835514655099,0.9917226741361015,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2013-03-27,1.3366164915054897,1.4161382332375188,66737.4791666667,-1.2719422585700928,-1.2927061798316775,-1.183274335675605,-1.3202541574818007,-1.2803050863347818,-1.1649742310501632,-1.1920522417562902,-0.5362083365237587,0.31088495821382384,0.55861289210202,-0.4895565408700368,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.83732639722465,-0.8538000691603123,-0.8253714367454646,-0.46553482138871727,65978.6458333333,65975.875,1.2586904578767664,0.11135519690480875,0.9937806700284985,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2013-03-28,1.3692576741072813,1.3638119427271196,67439.7291666667,-1.3007980139874842,-1.2689982381218146,-1.2241844800025345,-1.2123215309773498,-1.3314874669790793,-1.1900805206319742,-1.2518520534330693,-0.7541417104025311,0.15333996740433417,1.0643219541632813,-0.10755789927694091,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.8300172595057549,-0.7484079256674812,-0.9988409817364218,-0.8506366901565056,66737.4791666667,66263.4166666667,1.2696799651754302,0.09427922177542451,0.9955457941960382,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2013-03-29,1.4068758020306658,0.9932482830948346,66927.5,-1.2651206126446326,-1.3159386647177855,-1.2783549683625612,-1.3549879458002012,-1.2868838974760048,-1.264030700141813,-1.3078649655411616,-0.5321533498368499,0.7284340826148545,1.0312083503656198,0.15359029699460128,4,0,0,0,0,0,0,0,0,0,0,0,0,-1.148133422686573,-0.7967606828847843,-1.0260517204565271,5.21817762123548e-4,67439.7291666667,60305.1875,1.28665347368555,0.07717546212664653,0.9970175264485267,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2013-03-30,1.3957440864153545,0.3716653153109974,60272.3958333333,-1.2058174338942367,-1.1877544356682894,-1.2510625404561568,-1.101740414198619,-1.2564438898735721,-1.2186153947485718,-1.2926144282759473,0.751885916109083,-0.2934763511911743,1.214072631571846,-0.22577845708681524,5,0,0,0,0,0,0,0,0,0,0,0,10,-1.0030470389665131,-1.1156077598374923,-0.9068299488603289,-0.5454213118922382,66927.5,55221.3333333333,1.3822096099804726,0.0600489585149486,0.998195433059714,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2013-03-31,0.8695043898395982,0.28228539342271436,57413.3541666667,-1.4086052310523465,-1.3607623534304414,-1.3042633102719903,-1.369603798375002,-1.3776757940506963,-1.282727538246086,-1.314493931284984,0.5003338282487911,-1.2091962142063977,-0.5194099956713109,0.34193696859134276,6,1,0,0,0,1,0,0,0,0,0,0,10,-1.0153601248160358,-1.1198807941962299,-0.4684964753636766,-0.5108889476563148,60272.3958333333,54188.3541666667,1.4550935182352054,0.042904758199554374,0.9990791668951153,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-01,0.5811228328216136,1.1307217480398626,56281.0416666667,-1.26701257716466,-1.3602106595620997,-1.3504123367875023,-1.483457230818539,-1.2374866909769757,-1.3551282709797938,-1.3572618694817753,1.1597774142520525,1.6486136598793568,-0.7604907267969893,2.502565663937078,0,0,1,1,0,1,0,0,0,0,0,0,10,-0.627694705033119,-0.9228714206038674,-0.6786436295518933,-0.5947272051938772,57413.3541666667,63292.75,1.5016284015635175,0.025747913654988658,0.999668467514313,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2013-04-02,0.6335116281398132,1.3366164915054897,62806.9583333333,-1.0836687489205092,-1.1313704255148276,-1.2786788392371724,-1.189399024583897,-1.0734114810023476,-1.2827893398630748,-1.27470821910092,0.7319518805702498,1.0332491457364188,-0.5946149598082849,2.4868063974103753,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.8930726283652971,-0.83732639722465,0.10833991877437713,-0.8253714367454646,56281.0416666667,65978.6458333333,1.4004535087809378,0.008583481082087055,0.9999631612477099,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-03,1.2098704142002927,1.3692576741072813,63627.9375,-1.1071693439729522,-1.1149367351291706,-1.2258738938609453,-1.1980175059216265,-1.0710088270747247,-1.2310359847911223,-1.2322737436529085,0.3572457021163642,0.9317278414285056,-1.1389016315892047,0.3415223913393347,2,0,0,0,0,1,0,0,0,0,0,0,0,-0.7395245121322083,-0.8300172595057549,-0.09691746653435114,-0.9988409817364218,62806.9583333333,66737.4791666667,1.354687893969661,-0.008583481082086933,0.9999631612477099,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-04,1.219044948021158,1.4068758020306658,64579.9791666667,-1.1180929093858023,-1.1098899593178948,-1.1890233825219125,-1.1164917828340692,-1.1316768258012384,-1.1760031381388993,-1.215904968729412,1.1748723009622457,0.22367275995972405,0.9967039073603599,0.10504126735750678,3,0,0,0,0,1,0,0,0,0,0,0,0,-0.5220776649950906,-1.148133422686573,-0.4655608769955351,-1.0260517204565271,63627.9375,67439.7291666667,1.3098190075625729,-0.02574791365498831,0.9996684675143132,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-05,1.3784790865340015,1.3957440864153545,65151.6041666667,-1.2010958556299527,-1.1448495022854903,-1.1767780297741315,-1.0567090691016363,-1.2092503003479564,-1.141032301615336,-1.2217862212679742,0.8429680975761219,0.797099240026153,1.3723182736986894,-0.9614878355087767,4,0,0,0,0,1,0,0,0,0,0,0,0,-1.0962947690187204,-1.0030470389665131,0.02386764147091504,-0.9068299488603289,64579.9791666667,66927.5,1.2685544703228389,-0.04290475819955447,0.9990791668951153,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2013-04-06,1.400377255294017,0.8695043898395982,60834.7291666667,-1.2487771701694588,-1.2429537553444172,-1.2165809332758362,-1.1959577575727554,-1.2893951314093226,-1.1855018644121946,-1.2520861182076537,0.7962075072121964,-0.5342214935580837,1.1634051313513387,0.12439595766714899,5,0,0,0,0,1,0,0,0,0,0,0,10,-0.9843525136470319,-1.0153601248160358,-0.15165161125637788,-0.4684964753636766,65151.6041666667,60272.3958333333,1.2429293213593033,-0.06004895851494825,0.998195433059714,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-07,0.9134843352325578,0.5811228328216136,56445.7083333333,-1.0926546231408252,-1.1826829674436994,-1.2262410861455448,-1.2737896317108104,-1.0913674853565296,-1.2293332104537498,-1.2305004691791162,-0.3216127557094644,-0.09988804857625806,0.3534252270536472,0.42478013623687527,6,0,0,0,0,1,0,0,0,0,0,0,10,-1.1721692409544768,-0.627694705033119,-0.45892538245925524,-0.6786436295518933,60834.7291666667,57413.3541666667,1.2510434658735021,-0.0771754621266462,0.9970175264485267,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-08,0.45433378346104325,0.6335116281398132,62696.4375,-0.9085376463189455,-0.9728515882402061,-1.1403040233819128,-1.0008424590983076,-0.9452224559320068,-1.1423362444274605,-1.133970129718171,-0.39623398819249,0.3937723881380516,1.04748874811693,-0.40083334219014144,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.7034848407644277,-0.8930726283652971,-0.8155918989865005,0.10833991877437713,56445.7083333333,56281.0416666667,1.2370808965844171,-0.0942792217754244,0.9955457941960382,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2013-04-09,1.017170045007597,1.2098704142002927,60292.1666666667,-0.6590866508719315,-0.7617387335094227,-1.0089908304356363,-0.7829015918730136,-0.7369744938680708,-1.0211784314255574,-0.9747181876412863,1.4088001410854194,-0.054522791697370336,0.775109931619652,-0.6009474596177924,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.961160057423616,-0.7395245121322083,-0.8392069639657417,-0.09691746653435114,62696.4375,62806.9583333333,1.3296513451453809,-0.11135519690480863,0.9937806700284985,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-10,1.000399223762972,1.219044948021158,58578.375,-0.3672907499656454,-0.48897513850606933,-0.8206963131113432,-0.4993043755174195,-0.4718765275147608,-0.849490800089571,-0.7611165401618053,0.9633556864629459,0.4261233001607263,0.9370664005016179,-1.0011544749595227,2,0,0,0,0,1,0,0,0,0,0,0,0,-0.9556500920662957,-0.5220776649950906,0.08683535794738165,-0.4655608769955351,60292.1666666667,63627.9375,1.293364356989306,-0.1283983551465511,0.9917226741361015,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-11,0.8252392662610176,1.3784790865340015,56202.875,-0.1623829692703772,-0.19286447440042534,-0.5802924534260312,-0.08010382370887738,-0.2839052000501038,-0.6307299462036431,-0.5615002527740762,1.1821119287167432,1.1219724528840578,1.2489829108117767,-0.4135721471221295,3,0,0,0,0,1,0,0,0,0,0,0,0,-0.8020176396287582,-1.0962947690187204,-0.02501267691936715,0.02386764147091504,58578.375,64579.9791666667,1.2205020928663535,-0.14540367380368988,0.9893724130196829,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-12,0.607925675719208,1.400377255294017,53197.9583333333,-0.355204699609169,-0.29276630204458226,-0.4666086045583471,-0.19118754200935806,-0.39900770702208666,-0.44690706118360657,-0.4960428157929363,2.022483038311117,1.3152329482254757,0.04601786012454392,-0.13376523333074533,4,0,0,0,0,1,0,0,0,0,0,0,0,-1.1116720702965486,-0.9843525136470319,0.09469546600410048,-0.15165161125637788,56202.875,65151.6041666667,1.0996253285175304,-0.16236614133076366,0.9867305793119814,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2013-04-13,0.46529751740538056,0.9134843352325578,48455.5208333333,-0.1588103100016959,-0.2936790560667087,-0.41962663934530214,-0.39264270772288945,-0.19667792998799105,-0.4361522571646449,-0.3882589765711466,0.3958895830373308,1.763038110546276,0.28572784406118246,-0.774197066951383,5,0,0,0,0,1,0,0,1,0,1,0,11,-0.7281110124634731,-1.1721692409544768,0.5947199312431394,-0.45892538245925524,53197.9583333333,60834.7291666667,0.9271411380672554,-0.17928075881073566,0.9837979515735163,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2013-04-14,-0.1581723142641298,0.45433378346104325,40833.9583333333,0.5426145884980844,0.2986729427294354,-0.16564844986721716,0.06941361491340917,0.541893054449622,-0.2553131540572441,-0.03804569828595624,0.44943780071622297,0.9294155993450027,-0.8709594906871517,-0.9482705708159532,6,0,0,0,0,1,0,0,1,0,1,0,11,-0.6002292144509653,-0.7034848407644277,-0.23996274796433475,-0.8155918989865005,48455.5208333333,56445.7083333333,0.7485163270630563,-0.19614254142819687,0.980575394063143,1,0,0,0,-0.5720775068880822,-0.5800062301768002
2013-04-15,-0.8354490190789439,1.017170045007597,48269.2708333333,0.28299679673566036,0.3716970589118038,0.06804774485322729,0.3857680644372328,0.32177687334190913,0.0598404235631943,0.079333979302682045,-0.9124147589707766,0.8615019789613045,0.041153060366697074,-0.15062391701167652,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.34783906660390024,-0.961160057423616,-0.15208587137001014,-0.8392069639657417,40833.9583333333,62696.4375,0.5232478108457598,-0.21294651993841593,0.9770638564833507,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2013-04-16,-0.31456520322213055,1.000399223762972,49154.6458333333,0.2744004970368538,0.27931256809368665,0.1494809540881591,0.2584678827129001,0.2603393624782919,0.14676481213085535,0.14311610670110197,-0.5756313994234161,1.5298773905259921,0.75570666693538735,-0.5675502669820645,1,0,0,0,0,1,0,0,1,0,1,0,1,-0.6059078522171831,-0.9556500920662957,-0.8559607191496178,0.08683535794738165,48269.2708333333,60292.1666666667,0.31507214647631687,-0.22968774213179563,0.9732643737003824,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
